user_id,friend_id
1525910,3591341
1526187,1571867
1537484,3591341
1537725,3591341
1541944,288845497
1547653,18425192
1559974,1571867
1560080,3591341
1564188,3591341
1564246,3983759
1567705,3591341
1571867,20586
1571867,34179
1571867,56988
1571867,220458
1571867,312060
1571867,423373
1571867,428232
1571867,493081
1571867,569080
1571867,600800
1571867,612169
1571867,658209
1571867,697600
1571867,715114
1571867,754430
1571867,1592701
1571867,1816621
1571867,1846862
1571867,1854373
1571867,1933665
1571867,2000693
1571867,2148604
1571867,2166197
1571867,2283796
1571867,2382470
1571867,2446168
1571867,2448013
1571867,2519393
1571867,2535131
1571867,2575556
1571867,2613621
1571867,2640031
1571867,2653565
1571867,2707650
1571867,2737380
1571867,2762411
1571867,2767990
1571867,2788958
1571867,2793185
1571867,2833456
1571867,2847395
1571867,2880319
1571867,2899008
1571867,2901031
1571867,2902102
1571867,2909786
1571867,2937350
1571867,3031645
1571867,3152650
1571867,3169644
1571867,3213847
1571867,3228022
1571867,3228485
1571867,3301710
1571867,3375568
1571867,3376805
1571867,3420640
1571867,3422757
1571867,3432884
1571867,3511779
1571867,3525300
1571867,3546002
1571867,3605076
1571867,3617518
1571867,3621808
1571867,3638801
1571867,3689548
1571867,3723773
1571867,3742887
1571867,3766025
1571867,3766584
1571867,3811695
1571867,3816456
1571867,3819729
1571867,3864069
1571867,3889829
1571867,3925809
1571867,4001713
1571867,4018761
1571867,4062963
1571867,4065806
1571867,4174785
1571867,4178470
1571867,4189649
1571867,4254241
1571867,4274783
1571867,4308421
1571867,4327802
1571867,4330052
1571867,4355641
1571867,4367401
1571867,4370627
1571867,4421413
1571867,4494797
1571867,4518965
1571867,4527559
1571867,4581744
1571867,4632495
1571867,4641832
1571867,4691413
1571867,4695372
1571867,4696551
1571867,4700112
1571867,4723913
1571867,4935176
1571867,4943484
1571867,4948829
1571867,5043798
1571867,5056018
1571867,5083960
1571867,5215671
1571867,5221178
1571867,5248835
1571867,5259897
1571867,5339314
1571867,5407997
1571867,5506153
1571867,5520280
1571867,5543898
1571867,5736375
1571867,5746214
1571867,5818598
1571867,5882271
1571867,6028060
1571867,6087736
1571867,6112581
1571867,6154907
1571867,6223722
1571867,6224637
1571867,6269703
1571867,6306033
1571867,6318280
1571867,6333507
1571867,6344098
1571867,6515438
1571867,6558478
1571867,6564912
1571867,6590840
1571867,6644697
1571867,6696108
1571867,6805948
1571867,6812850
1571867,6839956
1571867,7124870
1571867,7141006
1571867,7213177
1571867,7294317
1571867,7375910
1571867,7451748
1571867,7496917
1571867,7524981
1571867,7548010
1571867,7658537
1571867,7700763
1571867,7704650
1571867,7712032
1571867,7784807
1571867,7915603
1571867,7927957
1571867,8021993
1571867,8044397
1571867,8171286
1571867,8192486
1571867,8270747
1571867,8363080
1571867,8421679
1571867,8504137
1571867,8530994
1571867,8656419
1571867,8664990
1571867,8713319
1571867,8747143
1571867,9031403
1571867,9098543
1571867,9150290
1571867,9258856
1571867,9271341
1571867,9455539
1571867,9734949
1571867,9749064
1571867,9813671
1571867,9830616
1571867,9861249
1571867,15789744
1571867,15851997
1571867,16103048
1571867,16206314
1571867,16240731
1571867,16241901
1571867,16280743
1571867,16483809
1571867,16550351
1571867,16692914
1571867,16725814
1571867,16737870
1571867,16750045
1571867,16860946
1571867,16952832
1571867,17039894
1571867,17085542
1571867,17114628
1571867,17182415
1571867,17229000
1571867,17405209
1571867,17438633
1571867,17503973
1571867,17756626
1571867,17772579
1571867,17774716
1571867,17829812
1571867,17894120
1571867,18003293
1571867,18610226
1571867,18631369
1571867,18777618
1571867,18810066
1571867,18841587
1571867,18905915
1571867,19208558
1571867,19246630
1571867,19314163
1571867,19355546
1571867,19539801
1571867,19649766
1571867,19691451
1571867,19743816
1571867,19902806
1571867,20027652
1571867,20080860
1571867,20136271
1571867,20137256
1571867,20143285
1571867,20243312
1571867,20341211
1571867,20358604
1571867,20390808
1571867,20495920
1571867,20557287
1571867,20558552
1571867,20699343
1571867,20702330
1571867,20848921
1571867,20908607
1571867,21089012
1571867,21261261
1571867,21265502
1571867,21340520
1571867,21435914
1571867,21733566
1571867,21782559
1571867,21789079
1571867,22300862
1571867,22307929
1571867,22391774
1571867,22519106
1571867,22649405
1571867,22720287
1571867,22755671
1571867,22792091
1571867,22807536
1571867,23098065
1571867,23267899
1571867,23281382
1571867,23398390
1571867,23407071
1571867,23422247
1571867,23627283
1571867,24118325
1571867,24229810
1571867,24871757
1571867,25181454
1571867,25689442
1571867,26191677
1571867,26293681
1571867,26446841
1571867,26610803
1571867,26744279
1571867,26785911
1571867,26806347
1571867,26948916
1571867,27165489
1571867,27191553
1571867,27275834
1571867,27284191
1571867,27457807
1571867,27628780
1571867,28001545
1571867,28630993
1571867,28702223
1571867,28788196
1571867,29116634
1571867,29221185
1571867,29360284
1571867,29800250
1571867,29817782
1571867,30120763
1571867,30158933
1571867,30649160
1571867,30828933
1571867,31155928
1571867,31264821
1571867,31784248
1571867,31843065
1571867,32528794
1571867,32676004
1571867,32922599
1571867,33154151
1571867,33634074
1571867,33746380
1571867,33906137
1571867,33976080
1571867,34099453
1571867,34100425
1571867,34241090
1571867,34472813
1571867,34536844
1571867,34615549
1571867,34732473
1571867,34752624
1571867,34777875
1571867,34840531
1571867,35019939
1571867,35378836
1571867,35562755
1571867,35842879
1571867,36472174
1571867,36725300
1571867,37551176
1571867,37770782
1571867,37861125
1571867,38209610
1571867,38367287
1571867,38403700
1571867,38538518
1571867,38876798
1571867,38966942
1571867,39577684
1571867,39760059
1571867,40202614
1571867,40661797
1571867,40733661
1571867,41030589
1571867,41376931
1571867,41393242
1571867,41504032
1571867,41698682
1571867,41790945
1571867,42210881
1571867,42890283
1571867,43230143
1571867,43453281
1571867,43456683
1571867,44230100
1571867,44403660
1571867,44821152
1571867,45318049
1571867,45588343
1571867,45625303
1571867,46182727
1571867,46331828
1571867,46905067
1571867,46909721
1571867,47059874
1571867,47379478
1571867,47399938
1571867,47689492
1571867,47876886
1571867,48025252
1571867,48153333
1571867,48196449
1571867,48693090
1571867,48899719
1571867,49084564
1571867,49223584
1571867,49655385
1571867,49744304
1571867,49923741
1571867,50066956
1571867,50110326
1571867,50798959
1571867,51110920
1571867,51177140
1571867,51187995
1571867,51741203
1571867,51813662
1571867,52086684
1571867,52115896
1571867,52528851
1571867,52591115
1571867,53029568
1571867,53191868
1571867,53457973
1571867,53779131
1571867,54119718
1571867,54237215
1571867,54255098
1571867,54364102
1571867,54407453
1571867,54577643
1571867,54911411
1571867,55374890
1571867,55459285
1571867,55654317
1571867,55846757
1571867,55863686
1571867,55879586
1571867,56387916
1571867,56624124
1571867,56714739
1571867,56723923
1571867,57271510
1571867,57362579
1571867,58322101
1571867,58329100
1571867,58435758
1571867,58711817
1571867,59024601
1571867,59172091
1571867,59556183
1571867,59618852
1571867,61664942
1571867,62127507
1571867,62298726
1571867,62500178
1571867,62523122
1571867,62698029
1571867,62809671
1571867,62844591
1571867,63198563
1571867,63215107
1571867,63424163
1571867,63454215
1571867,63829902
1571867,63958246
1571867,64068707
1571867,64084557
1571867,64142079
1571867,66291383
1571867,66445790
1571867,66913408
1571867,67267783
1571867,67415241
1571867,67566649
1571867,67604191
1571867,68095055
1571867,69110189
1571867,69267343
1571867,69321236
1571867,69412378
1571867,69966452
1571867,69995169
1571867,69998240
1571867,70003164
1571867,70098282
1571867,70156291
1571867,71036394
1571867,71208146
1571867,71219612
1571867,71430964
1571867,71848394
1571867,72010736
1571867,72909117
1571867,73694307
1571867,73841504
1571867,74081118
1571867,74644946
1571867,74728286
1571867,75456909
1571867,76050696
1571867,76080708
1571867,76248971
1571867,76839276
1571867,77057715
1571867,77211338
1571867,77343194
1571867,77738312
1571867,77831579
1571867,77953544
1571867,78138921
1571867,79344518
1571867,79852316
1571867,80683258
1571867,80926935
1571867,81657019
1571867,81665148
1571867,81885996
1571867,81923959
1571867,81948729
1571867,82238686
1571867,82755684
1571867,82833627
1571867,83105391
1571867,83227861
1571867,83495813
1571867,84140368
1571867,84304063
1571867,84304812
1571867,84751106
1571867,84809241
1571867,85136409
1571867,85693116
1571867,85864710
1571867,86668554
1571867,86811898
1571867,87050857
1571867,87174537
1571867,87946061
1571867,88167059
1571867,88218373
1571867,88936551
1571867,89032377
1571867,90048559
1571867,90368290
1571867,90439604
1571867,91736603
1571867,92007391
1571867,92689649
1571867,92758585
1571867,93962813
1571867,94177342
1571867,94707439
1571867,94839633
1571867,95031012
1571867,95481958
1571867,95923114
1571867,96599564
1571867,96644272
1571867,96819616
1571867,97187106
1571867,98400510
1571867,98667817
1571867,99138057
1571867,99638654
1571867,99761822
1571867,157186786
1571867,157260697
1571867,157445796
1571867,157476264
1571867,157589859
1571867,157701400
1571867,157770931
1571867,157911734
1571867,158316282
1571867,158777876
1571867,159209925
1571867,159328717
1571867,159552985
1571867,159638930
1571867,159659017
1571867,159942410
1571867,160085689
1571867,160893193
1571867,161208630
1571867,161350081
1571867,161506265
1571867,162027998
1571867,162080091
1571867,162218519
1571867,162528960
1571867,162891229
1571867,162950395
1571867,163668823
1571867,163690492
1571867,163830389
1571867,163835019
1571867,163938002
1571867,164428454
1571867,164646859
1571867,164823033
1571867,165048216
1571867,165376516
1571867,165770449
1571867,166146944
1571867,166152026
1571867,166498326
1571867,166603685
1571867,166698334
1571867,166790577
1571867,166930107
1571867,167529599
1571867,167715169
1571867,168179488
1571867,168449968
1571867,168612417
1571867,168731213
1571867,169330225
1571867,169645910
1571867,169872734
1571867,169988773
1571867,170019336
1571867,170340900
1571867,171058785
1571867,171155628
1571867,171372831
1571867,171752899
1571867,172482711
1571867,173349661
1571867,173633538
1571867,173659402
1571867,174101423
1571867,174177240
1571867,174218969
1571867,174398103
1571867,174774144
1571867,174849950
1571867,174904319
1571867,175347216
1571867,175397010
1571867,175674316
1571867,175975558
1571867,176156245
1571867,176719375
1571867,176808107
1571867,176930880
1571867,177111460
1571867,177363396
1571867,177620636
1571867,177641744
1571867,177696372
1571867,177803292
1571867,178046212
1571867,178111907
1571867,178277348
1571867,178322316
1571867,178642724
1571867,178785705
1571867,179730165
1571867,180052632
1571867,180863533
1571867,180904609
1571867,181306939
1571867,181572434
1571867,181782171
1571867,181850585
1571867,181914262
1571867,182052971
1571867,182219068
1571867,182382137
1571867,182522240
1571867,182869394
1571867,182887374
1571867,183361302
1571867,183823266
1571867,183873063
1571867,183982091
1571867,184110682
1571867,184198203
1571867,184260383
1571867,184273609
1571867,184361863
1571867,184411921
1571867,184753522
1571867,184945483
1571867,186220385
1571867,186295226
1571867,186427212
1571867,186500355
1571867,187301405
1571867,187537854
1571867,187659877
1571867,188776979
1571867,189089104
1571867,189311977
1571867,189802605
1571867,190005917
1571867,190051678
1571867,190172809
1571867,190391140
1571867,190460595
1571867,190672852
1571867,190711245
1571867,191764353
1571867,191770861
1571867,191786934
1571867,192085888
1571867,192355083
1571867,193511641
1571867,193588955
1571867,193875120
1571867,193940969
1571867,194273415
1571867,194550091
1571867,195088582
1571867,195892055
1571867,196269020
1571867,196404046
1571867,196419969
1571867,196863033
1571867,196867980
1571867,197296732
1571867,197417123
1571867,197825494
1571867,198459720
1571867,199018254
1571867,199041527
1571867,199126753
1571867,199477144
1571867,199508688
1571867,200487700
1571867,200854059
1571867,201074791
1571867,201185395
1571867,202189022
1571867,202350729
1571867,203486359
1571867,203558994
1571867,203639370
1571867,203645108
1571867,203874757
1571867,204395865
1571867,204583380
1571867,204593482
1571867,205428155
1571867,206371307
1571867,206994187
1571867,207082017
1571867,208047699
1571867,209496064
1571867,210072528
1571867,210503624
1571867,210566980
1571867,210921587
1571867,211566068
1571867,211816797
1571867,212234022
1571867,212299252
1571867,212334474
1571867,212678337
1571867,212876015
1571867,213135819
1571867,213362572
1571867,213381068
1571867,213398829
1571867,213943135
1571867,214176555
1571867,214259638
1571867,214373932
1571867,214623623
1571867,214808220
1571867,215123974
1571867,216033643
1571867,216716010
1571867,217185400
1571867,217339691
1571867,217392494
1571867,218178595
1571867,218756595
1571867,219132057
1571867,219733621
1571867,220362426
1571867,220455311
1571867,220912881
1571867,220945174
1571867,221114330
1571867,221721259
1571867,221964912
1571867,222072728
1571867,222247459
1571867,222329864
1571867,222658215
1571867,223224600
1571867,223404460
1571867,223539219
1571867,223712435
1571867,223763558
1571867,223970810
1571867,224051810
1571867,224097880
1571867,224109023
1571867,224272985
1571867,224742369
1571867,224897566
1571867,225628229
1571867,225763663
1571867,225827145
1571867,225957376
1571867,226265401
1571867,226270650
1571867,226418495
1571867,226889028
1571867,226929377
1571867,227010307
1571867,227507051
1571867,227666316
1571867,228006022
1571867,228212226
1571867,228297560
1571867,228684717
1571867,228741614
1571867,229143814
1571867,229237953
1571867,229996302
1571867,230307764
1571867,230776193
1571867,230880893
1571867,230887097
1571867,231004145
1571867,231114780
1571867,231284350
1571867,231965796
1571867,232048994
1571867,233031946
1571867,233086406
1571867,233128630
1571867,233225602
1571867,233339966
1571867,233445930
1571867,233449518
1571867,233995353
1571867,234034042
1571867,234096858
1571867,234247616
1571867,234786768
1571867,234881565
1571867,236126768
1571867,236128087
1571867,236174572
1571867,236334477
1571867,236450283
1571867,237079117
1571867,238041074
1571867,238117316
1571867,238263330
1571867,238286754
1571867,238384014
1571867,238670561
1571867,239104532
1571867,239219539
1571867,239262085
1571867,239563570
1571867,239824317
1571867,240098981
1571867,240141970
1571867,240297561
1571867,240486881
1571867,240496993
1571867,241361839
1571867,241634723
1571867,241694727
1571867,241917206
1571867,242290332
1571867,242492713
1571867,242742433
1571867,243218747
1571867,243273800
1571867,243386873
1571867,243562895
1571867,243933852
1571867,243968301
1571867,244012275
1571867,244124699
1571867,244308808
1571867,244345077
1571867,244531316
1571867,244576160
1571867,245370505
1571867,245718172
1571867,245737954
1571867,245748612
1571867,246050529
1571867,246066060
1571867,246715051
1571867,246856318
1571867,247007114
1571867,247278469
1571867,247312629
1571867,247409471
1571867,248777369
1571867,249047493
1571867,249291141
1571867,249658809
1571867,249977204
1571867,250184947
1571867,250502694
1571867,250591145
1571867,251109215
1571867,251253846
1571867,251268879
1571867,251344771
1571867,251377112
1571867,252225185
1571867,252249614
1571867,252670670
1571867,252723050
1571867,252999030
1571867,253086346
1571867,253167100
1571867,253529151
1571867,254037170
1571867,254879055
1571867,254998477
1571867,255014960
1571867,255377034
1571867,255590928
1571867,255689015
1571867,255849327
1571867,255875899
1571867,255890036
1571867,256040256
1571867,256286039
1571867,256613366
1571867,256836886
1571867,256923028
1571867,257061403
1571867,257310790
1571867,257359357
1571867,257378646
1571867,258578272
1571867,258803446
1571867,259212203
1571867,259570773
1571867,259641991
1571867,260392381
1571867,260691097
1571867,260783996
1571867,261589868
1571867,261901192
1571867,261914837
1571867,261932199
1571867,261954053
1571867,262092379
1571867,262254313
1571867,263576018
1571867,264060736
1571867,264105961
1571867,264147099
1571867,264191264
1571867,264471024
1571867,264628100
1571867,266504570
1571867,266890584
1571867,266911148
1571867,266969890
1571867,267023560
1571867,267152292
1571867,267449440
1571867,267718835
1571867,268124744
1571867,268230994
1571867,268280029
1571867,268810843
1571867,269015422
1571867,269041245
1571867,269156776
1571867,269636428
1571867,269734302
1571867,270674598
1571867,270725238
1571867,270852396
1571867,271073830
1571867,271085949
1571867,271539204
1571867,271660760
1571867,271676532
1571867,272031047
1571867,272929219
1571867,273234976
1571867,273485720
1571867,273656004
1571867,273703410
1571867,273831686
1571867,273938307
1571867,274170630
1571867,274205858
1571867,274216438
1571867,274463139
1571867,274598848
1571867,275045017
1571867,275267404
1571867,275681083
1571867,275730804
1571867,275767198
1571867,275836452
1571867,276621710
1571867,276934411
1571867,276961805
1571867,277089386
1571867,277174187
1571867,277642974
1571867,277718178
1571867,278494833
1571867,278508214
1571867,279530081
1571867,280206435
1571867,280476965
1571867,280502878
1571867,280660089
1571867,280730022
1571867,281516181
1571867,281821604
1571867,281877429
1571867,282511113
1571867,282533706
1571867,282681946
1571867,282731558
1571867,282799536
1571867,282859301
1571867,283234303
1571867,283326172
1571867,283464107
1571867,283521616
1571867,284062262
1571867,284280208
1571867,284281050
1571867,284513486
1571867,284786591
1571867,284907778
1571867,285012715
1571867,285013015
1571867,285017546
1571867,285459411
1571867,285611727
1571867,285613302
1571867,285818387
1571867,285997519
1571867,286294792
1571867,286295823
1571867,286311371
1571867,286314540
1571867,287070811
1571867,287389517
1571867,287465617
1571867,287586361
1571867,287917144
1571867,287971153
1571867,289795576
1571867,290336624
1571867,290625604
1571867,290646071
1571867,291542587
1571867,291574196
1571867,291642057
1571867,292126243
1571867,292238742
1571867,292417769
1571867,292745033
1571867,293202229
1571867,293642593
1571867,294001889
1571867,294677215
1571867,294966979
1571867,294994998
1571867,295285057
1571867,295434689
1571867,296123448
1571867,296205647
1571867,296972515
1571867,297068863
1571867,297322932
1571867,298006513
1571867,298090443
1571867,298094216
1571867,299047062
1571867,299380221
1571867,299779636
1571867,300062960
1571867,300590664
1571867,300775996
1571867,301067915
1571867,301485475
1571867,301496381
1571867,301749380
1571867,301915066
1571867,302048207
1571867,302510394
1571867,302524547
1571867,302715585
1571867,302955605
1571867,303315074
1571867,304817815
1571867,304853303
1571867,305162297
1571867,305503742
1571867,305931470
1571867,305998434
1571867,306425321
1571867,306815122
1571867,308645163
1571867,309171727
1571867,309403960
1571867,309555457
1571867,309697499
1571867,309931782
1571867,309956772
1571867,310277997
1571867,311069007
1571867,311118119
1571867,311140595
1571867,311212761
1571867,311412474
1571867,311671637
1571867,311711102
1571867,311738283
1571867,312043207
1571867,312087457
1571867,312256681
1571867,312307118
1571867,314225286
1571867,315466902
1571867,315632146
1571867,316797356
1571867,316972306
1571867,317608189
1571867,317874848
1571867,318553475
1571867,318629655
1571867,318796884
1571867,318865662
1571867,319014888
1571867,319132378
1571867,319234094
1571867,319978900
1571867,320107879
1571867,320174357
1571867,320573118
1571867,320735906
1571867,320931282
1571867,320953108
1571867,320958645
1571867,320989644
1571867,321118157
1571867,321141898
1571867,321610045
1571867,321794105
1571867,322059132
1571867,322151653
1571867,322451500
1571867,322709418
1571867,322954511
1571867,323166666
1571867,323278977
1571867,323673740
1571867,323707780
1571867,323822787
1571867,323850275
1571867,324222829
1571867,324488589
1571867,324936025
1571867,325090996
1571867,325294659
1571867,325324725
1571867,325343836
1571867,325444673
1571867,326300343
1571867,326460580
1571867,326518297
1571867,326604271
1571867,326686224
1571867,326875162
1571867,327168454
1571867,327190506
1571867,327292608
1571867,327501429
1571867,327676556
1571867,328279883
1571867,328293523
1571867,328332433
1571867,328908000
1571867,329092445
1571867,329821278
1571867,330055028
1571867,330062250
1571867,330210285
1571867,330347466
1571867,330349933
1571867,330833353
1571867,330868786
1571867,331089009
1571867,331371687
1571867,332320176
1571867,333048867
1571867,333192954
1571867,333242374
1571867,333944837
1571867,334376173
1571867,334982415
1571867,335566730
1571867,335577419
1571867,336871039
1571867,338063229
1571867,338197018
1571867,339001335
1571867,339023925
1571867,339500260
1571867,339521091
1571867,339720861
1571867,339827734
1571867,339987580
1571867,341069127
1571867,341103172
1571867,341272600
1571867,341429995
1571867,341633532
1571867,341703477
1571867,343267186
1571867,343635637
1571867,344611187
1571867,344700930
1571867,344848974
1571867,345092917
1571867,345182071
1571867,345767139
1571867,345850223
1571867,345958009
1571867,346373796
1571867,346982856
1571867,347055048
1571867,347204133
1571867,347533694
1571867,347598181
1571867,347958250
1571867,348765865
1571867,349213524
1571867,349301603
1571867,349307490
1571867,349605180
1571867,350666285
1571867,350922037
1571867,350941319
1571867,351353301
1571867,351485087
1571867,351529539
1571867,353714128
1571867,353741263
1571867,353923709
1571867,354277525
1571867,354359539
1571867,354792455
1571867,354873813
1571867,355073634
1571867,355087249
1571867,355774142
1571867,356338559
1571867,356936204
1571867,358240514
1571867,358403026
1571867,358647149
1571867,359140962
1571867,359314924
1571867,359403110
1571867,359450337
1571867,359818115
1571867,359821722
1571867,359995735
1571867,360152202
1571867,360596249
1571867,360690666
1571867,361079387
1571867,361667508
1571867,361714902
1571867,361883579
1571867,362936230
1571867,363197032
1571867,363538775
1571867,363697575
1571867,364027148
1571867,364629485
1571867,367087412
1571867,367233591
1571867,367255639
1571867,367491039
1571867,367537248
1571867,367887625
1571867,368246086
1571867,368607895
1571867,368832955
1571867,368937892
1571867,369287357
1571867,370131343
1571867,370427527
1571867,370717336
1571867,370857712
1571867,372484978
1571867,372770699
1571867,373422136
1571867,373698476
1571867,373904103
1571867,374351754
1571867,375060322
1571867,375142219
1571867,375464541
1571867,375638878
1571867,376847558
1571867,376901299
1571867,377424327
1571867,377450375
1571867,378344535
1571867,379152461
1571867,379437151
1571867,379997090
1571867,380042588
1571867,380816890
1571867,380975042
1571867,381085349
1571867,381563342
1571867,381674721
1571867,381777005
1571867,381981511
1571867,382004584
1571867,382043393
1571867,382068085
1571867,382167500
1571867,382849579
1571867,382892953
1571867,382917667
1571867,383595430
1571867,384025756
1571867,384038228
1571867,384227102
1571867,384322597
1571867,384409628
1571867,384546132
1571867,384812253
1571867,385716398
1571867,386760746
1571867,386856673
1571867,387143751
1571867,387410694
1571867,387425125
1571867,387444446
1571867,387837147
1571867,388051069
1571867,388111794
1571867,388265239
1571867,388461397
1571867,388524367
1571867,388791705
1571867,388823739
1571867,389203423
1571867,389218476
1571867,389390121
1571867,389487777
1571867,389586702
1571867,390715307
1571867,390777779
1571867,390787258
1571867,390986310
1571867,391366451
1571867,391444561
1571867,391475043
1571867,391767019
1571867,391918083
1571867,392364761
1571867,392662797
1571867,393077771
1571867,393685998
1571867,393924624
1571867,394138206
1571867,394186135
1571867,394639005
1571867,394853956
1571867,394906565
1571867,395764000
1571867,395838214
1571867,396235438
1571867,396581828
1571867,396657772
1571867,396822865
1571867,397012175
1571867,398677886
1571867,398800727
1571867,399009676
1571867,401673126
1571867,402249922
1571867,402989587
1571867,403144651
1571867,404782311
1571867,405821445
1571867,406828060
1571867,407298886
1571867,407482669
1571867,408252178
1571867,408288089
1571867,409184294
1571867,409696971
1571867,410124902
1571867,410600491
1571867,410618443
1571867,411093109
1571867,412128203
1571867,412200169
1571867,412562463
1571867,413680055
1571867,413900461
1571867,415058919
1571867,415384052
1571867,416569733
1571867,416946926
1571867,417070059
1571867,417354370
1571867,417418878
1571867,417594592
1571867,417935730
1571867,418020062
1571867,418329140
1571867,418534065
1571867,419059580
1571867,419276345
1571867,419687860
1571867,419783741
1571867,421032252
1571867,421450173
1571867,421497475
1571867,422063069
1571867,422186214
1571867,422212787
1571867,422267347
1571867,422397933
1571867,422446168
1571867,422742588
1571867,422775990
1571867,422957352
1571867,424757281
1571867,426109151
1571867,426111064
1571867,426328921
1571867,426813975
1571867,426872630
1571867,427012716
1571867,427127333
1571867,427197707
1571867,428303582
1571867,428377567
1571867,429152579
1571867,430752009
1571867,430753343
1571867,431078872
1571867,431387669
1571867,431727413
1571867,431906877
1571867,432786653
1571867,432980139
1571867,433028380
1571867,433157511
1571867,433436074
1571867,434415322
1571867,434585061
1571867,435872277
1571867,436380611
1571867,436522298
1571867,436589263
1571867,436854833
1571867,437073843
1571867,438615299
1571867,439382586
1571867,439531437
1571867,439532068
1571867,440177735
1571867,441009169
1571867,441239709
1571867,441615219
1571867,442326259
1571867,443404451
1571867,443458270
1571867,444159600
1571867,444425207
1571867,445185805
1571867,445257954
1571867,445464345
1571867,445497201
1571867,446583813
1571867,446609677
1571867,447507935
1571867,448540867
1571867,449232067
1571867,449381240
1571867,450219608
1571867,451114152
1571867,451169821
1571867,451316983
1571867,452056655
1571867,452200970
1571867,452379800
1571867,452412435
1571867,452994872
1571867,453066170
1571867,454255394
1571867,454492742
1571867,454522271
1571867,454619429
1571867,455601480
1571867,456058503
1571867,456304061
1571867,456560183
1571867,457024614
1571867,457242984
1571867,458349312
1571867,460488796
1571867,460869453
1571867,461080799
1571867,461101877
1571867,461398488
1571867,462023917
1571867,462250014
1571867,462869174
1571867,463017720
1571867,463082630
1571867,463262366
1571867,463606271
1571867,464624543
1571867,464836135
1571867,465285689
1571867,465506973
1571867,465551989
1571867,465869259
1571867,465997432
1571867,466024156
1571867,466134648
1571867,466646163
1571867,467001016
1571867,467297410
1571867,467737134
1571867,467922125
1571867,468415988
1571867,468990636
1571867,469793152
1571867,469868068
1571867,470205761
1571867,470609584
1571867,471230351
1571867,471747098
1571867,471832697
1571867,472341007
1571867,472965611
1571867,473310225
1571867,473616188
1571867,474301769
1571867,474374037
1571867,474620244
1571867,475165162
1571867,475866740
1571867,476883314
1571867,477013663
1571867,477886690
1571867,477989641
1571867,478597007
1571867,479615652
1571867,480219303
1571867,480719283
1571867,481267072
1571867,481997763
1571867,482860225
1571867,483002049
1571867,483511212
1571867,483552316
1571867,483561505
1571867,483623790
1571867,484386170
1571867,484440095
1571867,484719858
1571867,484894705
1571867,485088802
1571867,485451630
1571867,486404964
1571867,486437148
1571867,486767839
1571867,487173227
1571867,487596581
1571867,487992267
1571867,488122146
1571867,488892518
1571867,489204411
1571867,490033627
1571867,490442223
1571867,491132471
1571867,491297655
1571867,491472146
1571867,491881958
1571867,492157038
1571867,493088175
1571867,493525916
1571867,494167883
1571867,494283689
1571867,494846253
1571867,495362717
1571867,496006750
1571867,497503349
1571867,497615624
1571867,497815373
1571867,499228764
1571867,500715935
1571867,501009347
1571867,501038670
1571867,501219624
1571867,501781974
1571867,501823500
1571867,503135023
1571867,504862743
1571867,504899555
1571867,505010447
1571867,505689133
1571867,505944135
1571867,506167921
1571867,506874187
1571867,506963447
1571867,507623496
1571867,507678840
